98	179	17542	18	
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"Al2O3 WT%"	"FeO WT%"	"BaO WT%"	"K2O WT%"	"SrO WT%"	"CaO WT%"	"TiO2 WT%"	"Na2O WT%"	"MgO WT%"	"O WT%"	"Total"
0	-4.808	-36.535	15	109	10599	47.11075	30.73558	0.6958161	-5.262786E-03	0.2078635	0.2426702	16.79537	1.458305E-02	2.053559	7.555034E-02	0	97.92647
0	-4.8075	-36.535	16	109	10600	47.14472	30.82066	0.7435632	-8.594623E-02	0.2142752	0.2907417	16.62312	3.191832E-02	2.127021	9.790233E-02	0	98.00797
0	-4.807	-36.535	17	109	10601	47.67497	30.52818	0.7644148	1.525573E-02	0.1968301	0.1676712	16.38919	3.188253E-02	2.212229	8.765376E-02	0	98.06827
0	-4.8065	-36.535	18	109	10602	48.06409	30.49809	0.7036996	-1.499822E-02	0.2398758	0.2308078	16.30476	0.0663142	2.297003	9.100053E-02	0	98.48065
0	-4.806	-36.535	19	109	10603	48.09492	30.31547	0.7908165	0.055484	0.2568563	0.246655	15.9418	0.0489323	2.409623	8.450119E-02	0	98.24506
0	-4.8055	-36.535	20	109	10604	48.15752	30.19038	0.733611	2.567712E-02	0.2495575	0.1671009	15.87713	1.937931E-03	2.500039	0.088401	0	97.99135
0	-4.805	-36.535	21	109	10605	48.81385	30.17965	0.7009579	5.424387E-03	0.2971616	0.2350481	15.82114	8.355541E-02	2.56987	0.1004461	0	98.8071
0	-4.8045	-36.535	22	109	10606	48.5993	29.92611	0.6644868	-0.0243706	0.3192934	0.1719355	15.43586	3.226521E-02	2.75076	8.431941E-02	0	97.95996
0	-4.804	-36.535	23	109	10607	49.3126	29.90982	0.7323226	0.0157065	0.3278551	0.2237295	15.42659	7.931251E-02	2.737327	9.202796E-02	0	98.85728
0	-4.8035	-36.535	24	109	10608	49.16665	29.4996	0.6937587	5.604147E-03	0.370775	0.2660084	15.20803	8.361678E-02	2.802174	9.661628E-02	0	98.19284
0	-4.803	-36.535	25	109	10609	49.53455	29.52626	0.8021178	4.610377E-02	0.3561811	0.2340912	14.78134	4.065952E-02	2.982772	0.1041965	0	98.40828
0	-4.8025	-36.535	26	109	10610	49.81005	29.46259	0.7328768	-1.415819E-02	0.3646936	0.2442778	14.69203	5.374951E-02	2.938893	9.241176E-02	0	98.37743
0	-4.802	-36.535	27	109	10611	49.95946	29.14203	0.7442427	4.607282E-02	0.3936586	0.3125055	14.43854	0.1050289	3.017883	0.1038577	0	98.26328
0	-4.8015	-36.535	28	109	10612	49.97711	29.02132	0.6883932	2.630517E-02	0.4018815	0.249139	14.25838	0.10096	3.11263	0.1065427	0	97.94267
0	-4.801	-36.535	29	109	10613	50.3386	29.06884	0.7817099	4.636764E-02	0.4235619	0.253971	14.19477	7.510739E-02	3.175193	0.1132855	0	98.47142
0	-4.8005	-36.535	30	109	10614	50.59075	28.91813	0.7924316	4.662603E-02	0.4505801	0.2060518	13.91893	7.092724E-02	3.24123	0.104433	0	98.3401
0	-4.8	-36.535	31	109	10615	50.93842	28.91238	0.7544847	-4.382217E-02	0.4601639	0.1951344	13.89163	0.1270217	3.323051	0.1088967	0	98.66736
0	-4.7995	-36.535	32	109	10616	50.51306	28.75786	0.7446184	6.660524E-02	0.4903449	0.3277805	13.61412	4.505949E-02	3.374345	0.1153072	0	98.04909
0	-4.799	-36.535	33	109	10617	51.28985	28.49701	0.7086215	-5.378231E-02	0.4652002	0.2790242	13.42349	9.701916E-02	3.454559	0.1114433	0	98.27243
0	-4.7985	-36.535	34	109	10618	51.33129	28.69422	0.7684946	1.617535E-02	0.467876	0.4110494	13.47048	0.1266259	3.474723	0.132659	0	98.8936
0	-4.798	-36.535	35	109	10619	51.40544	28.53961	0.812094	3.679348E-02	0.5152759	0.2419454	13.30096	7.103453E-02	3.505522	0.1236268	0	98.5523
0	-4.7975	-36.535	36	109	10620	51.80371	28.36724	0.7673694	0.0770333	0.5007859	0.2886932	13.21967	7.093904E-02	3.58231	0.1184907	0	98.79625
0	-4.797	-36.535	37	109	10621	51.23228	28.29951	0.7639579	-9.390936E-02	0.4977973	0.2422211	13.17343	0.1143389	3.526611	0.1217155	0	97.87795
0	-4.7965	-36.535	38	109	10622	51.55024	28.17864	0.78065	8.702887E-02	0.5099956	0.2677374	13.18874	0.1652763	3.56693	0.11764	0	98.41287
0	-4.796	-36.535	39	109	10623	51.89975	28.26519	0.6996613	6.756474E-03	0.5101294	0.2938681	13.08599	0.1183912	3.574737	0.125199	0	98.57968
0	-4.7955	-36.535	40	109	10624	52.27151	28.54697	0.7412902	6.827954E-03	0.5114218	0.2937526	12.9851	0.1183996	3.680396	0.1099238	0	99.26558
0	-4.795	-36.535	41	109	10625	51.92396	28.09555	0.7305881	8.734727E-02	0.524561	0.2461367	13.02313	8.819919E-02	3.580499	0.1098121	0	98.40979
0	-4.7945	-36.535	42	109	10626	52.04675	28.17949	0.7473941	-1.327933E-02	0.5089227	0.283235	12.90284	0.122756	3.684309	0.1230538	0	98.58546
0	-4.794	-36.535	43	109	10627	51.5522	27.99826	0.71178	-3.192156E-03	0.5301511	0.2256299	13.12904	0.1184917	3.677463	0.1086014	0	98.04843
0	-4.7935	-36.535	44	109	10628	51.7213	28.42196	0.6875847	-1.361981E-02	0.5208722	0.4105442	13.06652	0.0968608	3.635499	0.1272406	0	98.67476
0	-4.793	-36.535	45	109	10629	51.84866	28.40701	0.713631	-4.331962E-02	0.5467092	0.2310033	12.97859	0.1100589	3.601912	0.1242017	0	98.51845
0	-4.7925	-36.535	46	109	10630	51.70618	28.14936	0.6805879	6.882827E-03	0.5241694	0.262521	13.06857	0.118474	3.639346	0.1151118	0	98.2712
0	-4.792	-36.535	47	109	10631	52.1661	28.39382	0.7549844	-0.0233232	0.545525	0.2515356	13.07074	0.1228211	3.608426	0.1187372	0	99.00937
0	-4.7915	-36.535	48	109	10632	51.75183	28.10251	0.7842656	-3.437761E-03	0.5232396	0.3257551	12.96151	0.1097636	3.635239	0.1053942	0	98.29607
0	-4.791	-36.535	49	109	10633	52.12838	28.15476	0.761021	-3.044635E-03	0.5329964	0.2515437	12.76903	7.990638E-02	3.608269	0.1290597	0	98.41193
0	-4.7905	-36.535	50	109	10634	51.87943	27.83834	0.7754783	6.72315E-03	0.5447369	0.2989027	12.96071	7.117049E-02	3.661528	0.1139726	0	98.151
0	-4.79	-36.535	51	109	10635	51.93887	28.13889	0.8027132	-5.352636E-02	0.5282627	0.2623496	12.93156	6.708595E-02	3.607218	0.1212581	0	98.34468
0	-4.7895	-36.535	52	109	10636	52.27192	28.09214	0.743049	1.697954E-02	0.5318211	0.2457984	13.05919	0.1098825	3.6015	0.1229912	0	98.79528
0	-4.789	-36.535	53	109	10637	52.10755	28.3623	0.7221583	1.692587E-02	0.5256057	0.3097517	12.86204	0.1270084	3.554225	0.1267109	0	98.71428
0	-4.7885	-36.535	54	109	10638	52.22832	28.14164	0.6983805	8.763026E-02	0.514451	0.2407203	12.88607	5.399728E-02	3.6137	0.1017424	0	98.56666
0	-4.788	-36.535	55	109	10639	52.41093	28.35122	0.738253	6.722932E-02	0.5420055	0.3039522	12.89901	0.1397523	3.638892	0.1150139	0	99.20627
0	-4.7875	-36.535	56	109	10640	52.55896	28.33333	0.7077203	-3.332119E-02	0.5429224	0.3090607	12.8612	0.122897	3.543007	0.1255294	0	99.0713
0	-4.787	-36.535	57	109	10641	51.87961	28.32528	0.6780233	-1.307401E-02	0.5535383	0.2732792	12.79349	0.1229038	3.629157	0.1015213	0	98.34372
0	-4.7865	-36.535	58	109	10642	52.22371	28.09675	0.6570082	4.734882E-02	0.534566	0.2460417	12.98578	0.1442518	3.748237	0.1168296	0	98.80052
0	-4.786	-36.535	59	109	10643	52.29439	28.18364	0.7748575	-1.290263E-02	0.5686037	0.1775579	12.85444	5.858446E-02	3.62645	0.1407645	0	98.6664
0	-4.7855	-36.535	60	109	10644	51.94267	28.17598	0.7104945	4.736628E-02	0.5342202	0.2519328	12.76244	9.701599E-02	3.643144	0.1130565	0	98.27832
0	-4.785	-36.535	61	109	10645	52.39823	28.19837	0.744163	-0.1338643	0.556279	0.2303032	12.91615	0.1189591	3.688651	0.1181992	0	98.83543
0	-4.7845	-36.535	62	109	10646	51.95552	28.20975	0.7062265	-1.314117E-02	0.5781714	0.2783387	12.85103	0.1142977	3.669254	0.1067532	0	98.45619
0	-4.784	-36.535	63	109	10647	52.51739	28.1746	0.7609868	1.700988E-02	0.5504369	0.3249671	12.75227	4.120217E-02	3.661451	0.1220953	0	98.92241
0	-4.7835	-36.535	64	109	10648	52.25831	28.24433	0.714855	3.713514E-02	0.5611475	0.304236	12.85892	0.1141441	3.618374	0.1295872	0	98.84103
0	-4.783	-36.535	65	109	10649	52.07153	28.07774	0.7176825	9.764636E-02	0.5662535	0.2621125	12.76525	8.829413E-02	3.608626	0.1056903	0	98.36082
0	-4.7825	-36.535	66	109	10650	52.23183	27.89798	0.6567637	0.14813	0.5590608	0.2352469	12.74661	0.105426	3.571346	0.1156138	0	98.26801
0	-4.782	-36.535	67	109	10651	52.3219	28.18631	0.7935764	2.701325E-02	0.590419	0.3253043	12.69189	6.261247E-02	3.648241	0.107262	0	98.75452
0	-4.7815	-36.535	68	109	10652	52.2094	28.10332	0.6868035	3.723001E-02	0.5542787	0.3042297	12.71219	0.1313712	3.573752	0.1116947	0	98.42426
0	-4.781	-36.535	69	109	10653	52.27217	27.98301	0.7447698	5.745902E-02	0.5775899	0.2354562	12.74435	0.1184835	3.654895	0.1228557	0	98.51103
0	-4.7805	-36.535	70	109	10654	52.30879	28.38535	0.7483761	-0.0431021	0.5838669	0.2412885	12.64723	8.442853E-02	3.618468	0.1207189	0	98.69542
0	-4.78	-36.535	71	109	10655	52.52742	28.10973	0.7122803	1.716297E-02	0.5629373	0.2879776	12.74774	9.710713E-02	3.598238	0.1127009	0	98.77332
0	-4.7795	-36.535	72	109	10656	52.75352	28.08125	0.7171245	-2.776406E-03	0.5677125	0.2190795	12.76767	9.726031E-02	3.580415	0.122796	0	98.90405
0	-4.779	-36.535	73	109	10657	52.21083	28.1407	0.7180393	7.764345E-02	0.5608945	0.2303534	12.82078	0.1055905	3.523145	0.1201914	0	98.50816
0	-4.7785	-36.535	74	109	10658	52.62063	28.43773	0.7157153	-2.293284E-02	0.5498772	0.2302406	12.77563	0.1402502	3.583558	0.1167279	0	99.14743
0	-4.778	-36.535	75	109	10659	52.5664	27.93714	0.6348992	5.745701E-02	0.5766186	0.3246925	12.67959	0.1270905	3.681584	0.1157621	0	98.70124
0	-4.7775	-36.535	76	109	10660	52.18826	28.09367	0.6959071	1.711324E-02	0.5713366	0.3097058	12.72245	0.1271516	3.676389	0.1079714	0	98.50995
0	-4.777	-36.535	77	109	10661	52.3312	28.34583	0.6935235	7.468951E-03	0.5922076	0.1725652	12.70763	0.1273922	3.639262	0.1162868	0	98.73337
0	-4.7765	-36.535	78	109	10662	52.46644	28.13698	0.7196392	3.727284E-02	0.5557638	0.3093148	12.73258	9.705026E-02	3.632633	0.1181857	0	98.80586
0	-4.776	-36.535	79	109	10663	52.08723	28.02396	0.7254601	7.761157E-02	0.5662363	0.2728119	12.76085	3.686436E-02	3.607388	0.124544	0	98.28296
0	-4.7755	-36.535	80	109	10664	52.31006	28.05527	0.7503702	7.731549E-02	0.5877725	0.3410673	12.84404	0.1140226	3.694191	0.1552151	0	98.92932
0	-4.775	-36.535	81	109	10665	52.42527	27.70378	0.9558064	6.740025E-02	0.6919397	0.1770441	12.65474	0.1355664	3.636518	0.2184556	0	98.66652
0	-4.7745	-36.535	82	109	10666	51.9606	27.34222	1.352713	0.1570324	0.8549109	0.2036279	12.37005	0.2506316	3.587383	0.353023	0	98.43219
0	-4.774	-36.535	83	109	10667	52.58024	26.70478	1.834479	5.563145E-02	0.9084385	0.2812542	12.18222	0.2802814	3.540983	0.5125795	0	98.88089
0	-4.7735	-36.535	84	109	10668	52.04366	26.33641	2.000681	2.497338E-02	0.9979808	0.3079243	12.05655	0.4427978	3.41671	0.6174127	0	98.2451
0	-4.773	-36.535	85	109	10669	52.11972	26.1746	2.132239	2.509483E-02	0.9509314	0.2024837	12.10451	0.4470927	3.504503	0.6639411	0	98.3251
0	-4.7725	-36.535	86	109	10670	52.39602	26.43312	2.163057	1.482602E-02	0.9284944	0.3340421	11.8584	0.4340228	3.378499	0.6622562	0	98.60274
0	-4.772	-36.535	87	109	10671	51.92128	26.12842	2.151817	-1.514653E-02	0.9071895	0.2397019	11.93366	0.4899574	3.397927	0.6810993	0	97.83591
0	-4.7715	-36.535	88	109	10672	52.36246	26.1004	2.104166	-5.093534E-03	0.9019184	0.2600359	12.05054	0.494301	3.422267	0.7158095	0	98.40681
0	-4.771	-36.535	89	109	10673	52.06785	26.20965	2.246274	-5.519334E-03	0.8952039	0.3396307	12.0586	0.5067227	3.55515	0.6815691	0	98.55514
0	-4.7705	-36.535	90	109	10674	52.22743	26.05784	2.290134	0.1249345	0.8172505	0.3443761	11.92952	0.4249102	3.404625	0.6895071	0	98.31053
0	-4.77	-36.535	91	109	10675	52.35663	26.24779	2.089749	3.545488E-02	0.8201655	0.1866445	11.98597	0.4129979	3.522729	0.6426086	0	98.30074
0	-4.7695	-36.535	92	109	10676	52.40754	26.48961	1.741335	4.577473E-02	0.7357907	0.2762966	12.10335	0.4261972	3.570033	0.5245051	0	98.32045
0	-4.769	-36.535	93	109	10677	52.26679	26.91738	1.366913	4.632513E-02	0.71864	0.2874391	12.39909	0.2809558	3.665266	0.3799438	0	98.32874
0	-4.7685	-36.535	94	109	10678	52.05542	27.21135	0.9826389	6.665458E-03	0.6045033	0.3039902	12.48749	0.2429076	3.727677	0.2297276	0	97.85237
0	-4.768	-36.535	95	109	10679	52.68556	27.33699	0.8346089	3.747829E-02	0.5668771	0.2136039	12.564	0.1401161	3.80899	0.1699282	0	98.35815
0	-4.7675	-36.535	96	109	10680	51.99061	27.70807	0.6758649	-4.313558E-02	0.5874884	0.294225	12.71142	5.440265E-02	3.835614	0.1363407	0	97.9509
0	-4.767	-36.535	97	109	10681	52.51382	27.6407	0.7570074	0.0574933	0.5645753	0.2826515	12.73187	0.1314292	3.890011	0.119412	0	98.68898
0	-4.7665	-36.535	98	109	10682	52.1326	27.72244	0.7733438	0.0878341	0.5678467	0.2464382	12.64958	0.0626777	3.8533	0.1127053	0	98.20877
0	-4.815	-36.5345	1	110	10683	46.29256	31.29782	0.7354413	-5.538817E-03	0.1466305	0.148105	17.49509	6.174603E-02	1.651368	7.234038E-02	0	97.89558
0	-4.8145	-36.5345	2	110	10684	46.1981	31.49809	0.7530924	-5.624481E-02	0.1557568	0.2387284	17.69173	2.303883E-02	1.678847	6.300338E-02	0	98.24414
0	-4.814	-36.5345	3	110	10685	45.96148	31.19149	0.6739181	3.984838E-03	0.1392875	0.3609713	17.52674	4.427548E-02	1.687944	7.412192E-02	0	97.66422
0	-4.8135	-36.5345	4	110	10686	46.40142	31.47248	0.809485	-5.631304E-03	0.1402789	0.1747418	17.44564	6.168916E-02	1.713555	6.911701E-02	0	98.28278
0	-4.813	-36.5345	5	110	10687	46.16347	31.46189	0.6985093	4.679544E-03	0.1393692	0.1272219	17.50501	6.179319E-02	1.702813	6.733278E-02	0	97.9321
0	-4.8125	-36.5345	6	110	10688	46.25908	31.46839	0.6918551	4.084375E-03	0.1460447	0.3395604	17.60964	9.940161E-03	1.667966	6.425487E-02	0	98.26082
0	-4.812	-36.5345	7	110	10689	46.36329	30.98408	0.6966872	-1.588124E-02	0.1478234	0.275243	17.49618	0.0100738	1.696038	7.553408E-02	0	97.72906
0	-4.8115	-36.5345	8	110	10690	46.41857	31.06823	0.7569293	3.425929E-02	0.1430744	0.3229315	17.55014	2.703509E-02	1.717081	7.813399E-02	0	98.11638
0	-4.811	-36.5345	9	110	10691	46.59589	31.29016	0.7562163	-1.570339E-02	0.1667496	0.2062657	17.44442	7.462148E-02	1.801972	7.909682E-02	0	98.39969
0	-4.8105	-36.5345	10	110	10692	46.47655	30.89638	0.7650864	-3.596443E-02	0.1760534	0.2646263	17.27167	1.444525E-02	1.861548	6.805789E-02	0	97.75845
0	-4.81	-36.5345	11	110	10693	46.84104	30.97395	0.7106214	-5.587427E-02	0.184347	0.2377547	17.15374	0.0618867	1.918993	8.738424E-02	0	98.11385
0	-4.8095	-36.5345	12	110	10694	46.9159	31.05569	0.7328619	-1.539428E-02	0.1952679	0.2006167	16.98182	5.326216E-02	1.926243	8.292021E-02	0	98.1292
0	-4.809	-36.5345	13	110	10695	47.45645	30.95897	0.7045225	-1.553537E-02	0.2016302	0.2793222	17.0497	5.319717E-02	2.040892	8.445834E-02	0	98.8136
0	-4.8085	-36.5345	14	110	10696	47.43876	30.72138	0.7684649	2.507254E-02	0.2085899	0.194471	16.64001	5.752376E-02	2.140017	7.934245E-02	0	98.27364
0	-4.808	-36.5345	15	110	10697	47.42002	30.7965	0.7029932	-2.563905E-02	0.2150701	0.3751169	16.52802	0.0832542	2.177581	8.906206E-02	0	98.36197
0	-4.8075	-36.5345	16	110	10698	47.56563	30.3206	0.7950609	4.761805E-03	0.2307692	0.2789717	16.40409	4.459801E-02	2.299381	7.199384E-02	0	98.01586
0	-4.807	-36.5345	17	110	10699	48.13311	30.09446	0.7870523	-4.663536E-03	0.263722	0.1138674	16.11978	7.069539E-02	2.471626	8.336825E-02	0	98.13302
0	-4.8065	-36.5345	18	110	10700	48.27024	30.12905	0.7427052	-6.518205E-02	0.2699081	0.230549	15.9129	1.064756E-02	2.522809	9.385227E-02	0	98.11747
0	-4.806	-36.5345	19	110	10701	48.31506	29.85637	0.7448638	2.518964E-02	0.2888817	0.3308197	15.63445	0.1090773	2.555979	9.488384E-02	0	97.95558
0	-4.8055	-36.5345	20	110	10702	48.82968	29.7725	0.7408169	-4.822889E-03	0.2947249	0.3141827	15.56387	6.200185E-02	2.657253	9.179357E-02	0	98.322
0	-4.805	-36.5345	21	110	10703	48.91422	29.49651	0.7662436	-1.476232E-02	0.3217542	0.3033955	15.23571	6.636717E-02	2.730781	9.770573E-02	0	97.91792
0	-4.8045	-36.5345	22	110	10704	48.83995	29.59038	0.7543734	-1.474752E-02	0.3324745	0.3195889	15.11573	9.642427E-02	2.756509	9.440192E-02	0	97.88509
0	-4.804	-36.5345	23	110	10705	49.55986	29.70241	0.7528073	0.045853	0.3685252	0.3293155	14.90738	1.908458E-02	2.8844	8.966527E-02	0	98.65929
0	-4.8035	-36.5345	24	110	10706	49.58413	29.48655	0.7463903	-3.425593E-02	0.3723485	0.1916436	14.76531	6.670475E-02	2.835889	0.1044093	0	98.11912
0	-4.803	-36.5345	25	110	10707	49.90143	29.22544	0.7217011	-0.104609	0.3828718	0.1859076	14.61341	0.1098917	2.997796	0.1162298	0	98.15006
0	-4.8025	-36.5345	26	110	10708	50.29727	29.33603	0.7504199	5.869153E-03	0.4051652	0.3122492	14.50347	7.510164E-02	3.088402	0.103976	0	98.87794
0	-4.802	-36.5345	27	110	10709	49.93934	29.15183	0.7448825	-4.434117E-02	0.4331107	0.2704867	14.44353	6.669787E-02	3.209114	9.464461E-02	0	98.3093
0	-4.8015	-36.5345	28	110	10710	50.72482	28.96806	0.7445033	5.638966E-02	0.4266187	0.3060829	14.11055	7.935437E-02	3.18874	9.145723E-02	0	98.69658
0	-4.801	-36.5345	29	110	10711	51.11428	28.89589	0.8121375	-3.387413E-02	0.4682793	0.2318342	13.81349	0.0968642	3.326209	0.1139802	0	98.8391
0	-4.8005	-36.5345	30	110	10712	50.81556	28.67904	0.7894874	2.646326E-02	0.4247933	0.2744207	13.68479	7.094401E-02	3.410886	0.1085764	0	98.28497
0	-4.8	-36.5345	31	110	10713	51.33458	28.40178	0.7169396	6.372263E-03	0.4808603	0.3208229	13.55647	7.959826E-02	3.408041	0.1236188	0	98.42909
0	-4.7995	-36.5345	32	110	10714	51.31732	28.51967	0.7183577	3.663904E-02	0.4566675	0.3158207	13.44232	9.242723E-02	3.464694	0.1046446	0	98.46856
0	-4.799	-36.5345	33	110	10715	51.53941	28.15959	0.7901142	-3.372109E-02	0.4890279	0.2518736	13.41478	0.1183859	3.535293	0.1107566	0	98.3755
0	-4.7985	-36.5345	34	110	10716	51.5504	28.26381	0.7994254	-3.341141E-02	0.4900359	0.1676768	13.29351	9.707105E-02	3.537368	0.1102929	0	98.27617
0	-4.798	-36.5345	35	110	10717	51.26985	28.40999	0.7916414	-3.339261E-03	0.5262583	0.2157732	13.18728	0.1312552	3.606742	0.1260176	0	98.26146
0	-4.7975	-36.5345	36	110	10718	51.79095	28.23875	0.726585	-1.327328E-02	0.5060974	0.2201093	13.2096	0.1099083	3.59412	0.1126679	0	98.49551
0	-4.797	-36.5345	37	110	10719	51.72279	28.21066	0.7483993	2.678646E-02	0.5102491	0.2993238	13.08994	0.0710832	3.579321	0.1215678	0	98.38013
0	-4.7965	-36.5345	38	110	10720	51.94236	28.37671	0.701548	-2.320642E-02	0.5059483	0.2412856	13.02736	7.565007E-02	3.602413	0.1117322	0	98.5618
0	-4.796	-36.5345	39	110	10721	51.71156	28.24778	0.7243929	3.665942E-02	0.502638	0.3679072	13.11254	0.1095918	3.537718	0.1377113	0	98.48849
0	-4.7955	-36.5345	40	110	10722	51.76926	28.36737	0.73724	-2.958302E-03	0.4881574	0.199405	12.94526	5.419373E-02	3.633649	0.1030936	0	98.29468
0	-4.795	-36.5345	41	110	10723	51.84892	28.21117	0.7453385	2.669793E-02	0.5324387	0.3467305	13.00696	0.1225253	3.72255	0.1069024	0	98.67023
0	-4.7945	-36.5345	42	110	10724	51.98277	28.28641	0.6805686	6.908559E-03	0.5439524	0.2833121	12.94931	7.983899E-02	3.559003	0.1197383	0	98.49181
0	-4.794	-36.5345	43	110	10725	52.06552	28.29634	0.7352147	8.747418E-02	0.5185591	0.2145282	13.00251	0.109713	3.586474	0.1083487	0	98.7247
0	-4.7935	-36.5345	44	110	10726	51.86487	28.08647	0.7282657	-3.337836E-02	0.5042999	0.2676183	13.00815	9.709042E-02	3.711501	0.1261851	0	98.36107
0	-4.793	-36.5345	45	110	10727	51.54036	28.40617	0.7069461	6.724282E-02	0.5013081	0.2736267	12.99951	8.396336E-02	3.626821	0.1267967	0	98.33275
0	-4.7925	-36.5345	46	110	10728	51.59917	28.1721	0.7472239	2.694024E-02	0.5277262	0.2309611	13.16869	0.1140937	3.6229	0.1160503	0	98.32585
0	-4.792	-36.5345	47	110	10729	52.2449	27.99154	0.7917085	0.0268763	0.5496923	0.2879336	12.90373	0.122619	3.679321	0.119724	0	98.71803
0	-4.7915	-36.5345	48	110	10730	52.11818	28.07598	0.7878343	-2.983977E-03	0.5253875	0.203985	12.85542	6.276859E-02	3.655665	0.1171271	0	98.39935
0	-4.791	-36.5345	49	110	10731	52.01039	28.21795	0.7115998	8.755377E-02	0.5266302	0.2305288	12.87337	0.1054621	3.632974	0.1147852	0	98.51125
0	-4.7905	-36.5345	50	110	10732	51.81443	28.25287	0.6968741	3.713778E-02	0.5430511	0.2783985	12.82846	0.1098304	3.580505	0.1149759	0	98.25653
0	-4.79	-36.5345	51	110	10733	51.85455	27.95961	0.751891	0.0169705	0.5212634	0.2622955	12.82647	0.1398984	3.708159	0.1122774	0	98.1534
0	-4.7895	-36.5345	52	110	10734	52.37794	28.12096	0.7934495	-3.287072E-03	0.5410863	0.2932078	12.95815	0.1141364	3.657349	0.1188072	0	98.9718
0	-4.789	-36.5345	53	110	10735	52.13095	28.06246	0.6780046	7.123569E-03	0.5410407	0.2303164	12.85212	0.1314754	3.61018	0.1324078	0	98.37607
0	-4.7885	-36.5345	54	110	10736	52.10082	27.94656	0.7094276	-5.334696E-02	0.5529376	0.2461132	12.84759	0.1015403	3.615374	0.1043493	0	98.17136
0	-4.788	-36.5345	55	110	10737	52.11701	28.06775	0.7546469	3.696118E-02	0.5683906	0.3199093	12.84058	0.0968727	3.583159	0.1167895	0	98.50206
0	-4.7875	-36.5345	56	110	10738	52.4492	28.43658	0.7285037	-5.350988E-02	0.5436044	0.3305409	12.85725	0.1100267	3.626607	0.11416	0	99.14297
0	-4.787	-36.5345	57	110	10739	52.15425	28.12772	0.7638635	1.699385E-02	0.5602708	0.2937169	12.77556	5.407131E-02	3.63618	0.1114962	0	98.49413
0	-4.7865	-36.5345	58	110	10740	52.33461	28.18245	0.7182959	-3.318059E-02	0.5284312	0.2724921	12.77834	9.290884E-02	3.640387	0.112184	0	98.62691
0	-4.786	-36.5345	59	110	10741	52.1288	28.37662	0.7342147	1.703122E-02	0.559046	0.2993418	12.76793	8.843037E-02	3.610357	0.1171641	0	98.69894
0	-4.7855	-36.5345	60	110	10742	52.38505	28.19891	0.7552866	1.720514E-02	0.5417764	0.214324	12.86632	0.1056958	3.633389	0.128276	0	98.84624
0	-4.785	-36.5345	61	110	10743	52.11788	28.1617	0.7369325	7.741693E-02	0.5498109	0.2673484	12.8837	0.101172	3.621382	0.1223582	0	98.63969
0	-4.7845	-36.5345	62	110	10744	51.99271	28.10293	0.7554501	-2.310639E-02	0.5574937	0.2307088	12.82061	7.572421E-02	3.61736	0.1074066	0	98.23729
0	-4.784	-36.5345	63	110	10745	52.65483	28.09162	0.7299553	6.98594E-03	0.548953	0.2822856	12.90498	0.1013683	3.578773	0.1053953	0	99.00514
0	-4.7835	-36.5345	64	110	10746	51.93246	27.89412	0.7290021	0.1679031	0.5461035	0.2778031	12.87726	0.105211	3.623224	0.1171514	0	98.27024
0	-4.783	-36.5345	65	110	10747	52.33191	28.02872	0.719621	-1.317001E-02	0.5505105	0.3198031	12.73906	0.0928131	3.608365	0.1151099	0	98.49274
0	-4.7825	-36.5345	66	110	10748	52.25881	28.36627	0.7348077	-2.298891E-02	0.5687987	0.2571401	12.61752	8.006415E-02	3.620422	0.1188413	0	98.59968
0	-4.782	-36.5345	67	110	10749	52.39787	28.15546	0.7005097	-1.301732E-02	0.5826095	0.2829951	12.68409	0.1186532	3.641457	0.1136897	0	98.66432
0	-4.7815	-36.5345	68	110	10750	52.43055	27.9765	0.8247297	3.701469E-02	0.5611752	0.2983711	12.79091	0.118373	3.533672	0.1268495	0	98.69817
0	-4.781	-36.5345	69	110	10751	52.45872	28.02598	0.6367088	-2.311173E-02	0.559423	0.314322	12.81756	0.075747	3.603446	9.936724E-02	0	98.56818
0	-4.7805	-36.5345	70	110	10752	52.5296	28.01714	0.7409151	-3.306562E-02	0.5687093	0.2299409	12.71681	0.1230538	3.608435	0.1231796	0	98.62473
0	-4.78	-36.5345	71	110	10753	52.34531	28.12978	0.7729442	-3.242136E-03	0.570546	0.3357459	12.75336	0.1485378	3.608268	0.1217755	0	98.78304
0	-4.7795	-36.5345	72	110	10754	52.44637	28.26129	0.7138143	2.732063E-02	0.5669034	0.2619691	12.70143	0.1228843	3.648405	0.1176463	0	98.86803
0	-4.779	-36.5345	73	110	10755	52.44113	28.16481	0.7393126	7.285886E-03	0.579166	0.2250384	12.63328	0.1186863	3.676149	0.1326412	0	98.71751
0	-4.7785	-36.5345	74	110	10756	52.2403	27.82992	0.7221754	6.725728E-02	0.554132	0.3460917	12.66589	0.1612702	3.60298	0.1220215	0	98.31203
0	-4.778	-36.5345	75	110	10757	52.56409	28.1178	0.7197912	7.085324E-03	0.5731159	0.2985414	12.75427	7.995507E-02	3.608093	0.1166603	0	98.83942
0	-4.7775	-36.5345	76	110	10758	52.50574	28.01532	0.7194385	7.755686E-02	0.5762037	0.2985249	12.64885	0.1141279	3.65556	0.1172943	0	98.72861
0	-4.777	-36.5345	77	110	10759	52.48441	28.2025	0.7333447	-2.893641E-03	0.5612078	0.2619247	12.68628	0.1487342	3.630555	0.1176972	0	98.82378
