78	250	19500	18	
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"TiO2 WT%"	"Al2O3 WT%"	"FeO WT%"	"MnO WT%"	"MgO WT%"	"CaO WT%"	"Na2O WT%"	"K2O WT%"	"P2O5 WT%"	"O WT%"	"Total"	
0	-3.8713	24.0443	7	2	85	75.62318	0.4590377	11.58588	0.9057466	7.187576E-03	-7.48488E-03	0.3599256	2.128196	6.914986	0.123285	0	98.09993	
0	-3.8663	24.0443	8	2	86	71.82343	0.2797657	11.38945	2.95705	6.733576E-02	-3.714296E-02	0.4958828	1.910533	6.000021	-5.006686E-02	0	94.83624	
0	-3.8613	24.0443	9	2	87	74.56676	0.5025788	11.22802	1.299201	8.416136E-02	0.2424039	1.753495	3.752404	3.589767	3.90583E-04	0	97.01919	
0	-3.8563	24.0443	10	2	88	72.82043	0.3445343	11.75609	3.601552	3.021486E-02	0.8399643	3.270773	4.285265	2.167002	0.1228816	0	99.23872	
0	-3.8513	24.0443	11	2	89	76.99994	0.421279	12.02496	0.6006299	6.153518E-02	0.0203182	1.308489	4.255754	2.443925	5.114983E-02	0	98.18799	
0	-3.8463	24.0443	12	2	90	75.77979	0.2463577	12.02513	1.348324	2.210732E-02	7.999276E-02	1.418499	4.292763	2.767663	7.548287E-02	0	98.0561	
0	-3.8413	24.0443	13	2	91	77.03643	0.2933092	12.26918	0.3751833	-5.204295E-02	-3.905334E-02	1.031075	4.271009	2.805684	5.131575E-02	0	98.04208	
0	-3.8363	24.0443	14	2	92	73.25669	0.3706823	11.99346	2.213046	-5.621091E-02	1.755016E-02	0.9013381	3.013127	4.200207	7.440447E-02	0	95.9843	
0	-3.8313	24.0443	15	2	93	74.18783	0.4979534	10.84081	1.877689	8.144218E-02	-6.866644E-03	0.358033	2.434669	6.685539	4.877967E-02	0	97.00587	
0	-3.8263	24.0443	16	2	94	73.24529	0.6020886	11.41006	2.74305	-3.355162E-02	8.931789E-02	0.2728438	2.269084	6.715292	-8.201902E-04	0	97.31265	
0	-3.8213	24.0443	17	2	95	74.31631	0.3085677	11.73037	0.7276992	5.795682E-02	0.0791271	0.3603291	1.621099	6.97593	2.465307E-02	0	96.20203	
0	-3.8163	24.0443	18	2	96	68.53265	0.2262708	10.33617	5.418141	6.155437E-02	0.7728745	2.994078	2.093869	5.777129	7.055593E-02	0	96.2833	
0	-3.8113	24.0443	19	2	97	74.22556	8.276925E-03	11.79616	0.6929892	-4.499176E-03	-5.088872E-02	0.2347053	2.254162	6.506788	0.1239207	0	95.78719	
0	-3.8063	24.0443	20	2	98	73.68573	0.3529777	11.14493	0.6573085	-1.722881E-02	0.0223994	0.2624427	2.235512	6.238509	-2.446195E-02	0	94.55812	
0	-3.8013	24.0443	21	2	99	74.03071	0.2441688	11.63112	1.096409	4.576332E-02	-2.047483E-02	0.33174	2.839932	5.873393	-2.451428E-02	0	96.04824	
0	-3.7963	24.0443	22	2	100	73.28597	0.4360736	11.48302	1.463737	-3.107985E-02	-5.086261E-02	0.2470999	2.357024	6.161128	-6.320672E-05	0	95.35204	
0	-3.7913	24.0443	23	2	101	73.73913	0.8189464	11.18379	2.257481	4.342103E-02	-4.291882E-02	0.273296	2.887069	5.953676	4.884483E-02	0	97.16272	
0	-3.7863	24.0443	24	2	102	75.02454	0.332156	11.49334	0.6459208	-2.940091E-02	-6.476065E-02	0.2345716	2.619613	5.904357	0.1242321	0	96.28457	
0	-3.7813	24.0443	25	2	103	74.46333	0.4395044	11.18616	0.6575948	0.0211066	1.204154E-03	0.1783701	2.559096	5.882664	2.515484E-02	0	95.41418	
0	-3.7763	24.0443	26	2	104	75.15253	0.2249873	11.29585	0.503659	8.500565E-02	3.877022E-02	0.6406788	2.930633	5.329033	9.967238E-02	0	96.30083	
0	-3.7713	24.0443	27	2	105	74.46387	0.5242653	11.8648	0.8705702	2.040044E-02	5.983264E-02	0.2898299	2.617265	6.267513	1.447617E-04	0	96.97849	
0	-3.7663	24.0443	28	2	106	73.06154	0.327572	11.91715	1.736355	6.979782E-02	-2.101151E-02	0.316513	2.583503	5.927713	-2.482135E-02	0	95.89432	
0	-3.7613	24.0443	29	2	107	72.92231	0.3487719	11.99703	2.02181	-6.061672E-03	1.619131E-02	0.3161618	2.566081	5.448598	-4.950812E-02	0	95.58138	
0	-3.7563	24.0443	30	2	108	74.59871	0.2892869	11.25757	0.6341986	-3.88897E-03	-0.0273951	0.4305477	2.98422	5.531676	5.111566E-04	0	95.69543	
0	-3.7513	24.0443	31	2	109	75.78283	0.2891285	11.89474	0.5033029	0.1354123	-5.954766E-03	0.2485953	2.732584	5.938458	2.523264E-02	0	97.54433	
0	-3.7463	24.0443	32	2	110	75.98159	0.3966678	11.15923	0.6577578	8.579324E-03	-1.294611E-02	0.2624508	2.903149	5.862078	-2.431428E-02	0	97.19424	
0	-3.7413	24.0443	33	2	111	73.36264	0.5841462	11.01264	2.032939	4.400446E-02	-1.371579E-02	0.1203763	2.45554	5.841553	-2.369294E-04	0	95.4399	
0	-3.7363	24.0443	34	2	112	75.79028	0.2884474	10.90616	0.6336496	5.890381E-02	-4.321734E-02	0.1364274	2.455451	6.359199	2.506575E-02	0	96.61037	
0	-3.7313	24.0443	35	2	113	72.49291	0.5615689	11.15057	2.055367	5.10417E-03	0.1185179	0.888589	2.206131	6.364898	-6.509437E-04	0	95.843	
0	-3.7263	24.0443	36	2	114	72.68936	0.5344951	11.09647	3.394552	0.1164905	0.2833406	1.233338	2.062089	6.040349	2.333812E-02	0	97.47382	
0	-3.7213	24.0443	37	2	115	72.96342	0.3679478	11.07347	2.138565	5.555863E-02	0.3405569	1.126339	2.164771	6.280563	2.392839E-02	0	96.53513	
0	-3.7163	24.0443	38	2	116	74.9023	0.4172672	11.32964	0.668968	5.863673E-02	-5.793394E-02	0.4162667	2.478917	6.228113	2.493172E-02	0	96.46711	
0	-3.7113	24.0443	39	2	117	73.79628	0.5664653	11.22454	0.9532096	7.061004E-02	-2.113234E-02	0.2475663	2.601657	6.406598	4.936795E-02	0	95.89516	
